Date,Close,High,Low,Open,Volume,stock
2025-04-09,705.189453125,710.8096830221978,697.3014280568923,703.4146595208468,899960,IRCTC
2025-04-11,720.4724731445312,725.1559878431281,711.4012326394994,718.1553297640821,933716,IRCTC
2025-04-15,743.9393920898438,745.8128221860048,724.7616183887982,734.9667873112688,1274195,IRCTC
2025-04-16,749.9539184570312,755.2783591605299,744.9253268221676,750.2990556434879,1008913,IRCTC
2025-04-17,758.6307983398438,759.9618784334257,744.4323298309911,748.3763421744666,973140,IRCTC
2025-04-21,763.807373046875,768.688040551094,758.8773572399007,762.8706580073784,749021,IRCTC
2025-04-22,764.0045166015625,768.7373798656058,758.2364222471872,765.1384442962514,610026,IRCTC
2025-04-23,773.963134765625,776.0830052930373,752.320354981303,767.6526909398367,1228461,IRCTC
2025-04-24,766.1737060546875,774.0124428303504,761.194402375835,773.9631547109269,1028891,IRCTC
2025-04-25,741.3263549804688,770.3641562872447,737.7274800248794,766.3215679314184,1352726,IRCTC
2025-04-28,753.355712890625,756.2644342894483,737.1359486457684,737.7275866585512,691102,IRCTC
2025-04-29,751.679443359375,763.018479071928,744.2844200685796,754.7853772138506,634735,IRCTC
2025-04-30,740.9813232421875,752.3203587941305,737.5303124220309,749.3623495197105,944632,IRCTC
2025-05-02,736.988037109375,751.3343703335095,735.656896801453,740.9813376714335,580150,IRCTC
2025-05-05,754.736083984375,756.2150886325196,739.4530359535471,739.5023240723147,886401,IRCTC
2025-05-06,726.4378051757812,756.2151117030396,724.0713735942137,754.7361070097736,1029627,IRCTC
2025-05-07,731.121337890625,734.5723489258471,715.4932119891761,718.6483739338369,989272,IRCTC
2025-05-08,717.7609252929688,739.5022802975467,712.9787744385349,734.572265095563,766498,IRCTC
2025-05-09,712.4365234375,714.852243053645,696.3646850436369,698.0409023393815,1024950,IRCTC
2025-05-12,752.7640991210938,754.2431038111552,727.0293814055123,730.1353153269831,1196460,IRCTC
2025-05-13,753.306396484375,761.9339239310219,751.8766798999023,753.306396484375,892363,IRCTC
2025-05-14,767.0118408203125,770.8079287089939,751.7287926655451,754.2923766707776,1224784,IRCTC
2025-05-15,774.70263671875,778.3508601731788,765.4341836378609,768.0964040062739,1287971,IRCTC
2025-05-16,797.725830078125,803.5925608097787,773.026463404744,774.7026807824817,3070129,IRCTC
2025-05-19,793.338134765625,808.7691086090523,792.1549790939983,802.5080124867385,1654632,IRCTC
2025-05-20,774.7518920898438,796.9862487035318,773.0263867622494,794.7184537377207,1297532,IRCTC
2025-05-21,779.1396484375,784.4640289786561,770.0684080352296,775.688637646049,805323,IRCTC
2025-05-22,767.948486328125,779.0410211448486,764.1523984854095,775.5900103129791,817185,IRCTC
2025-05-23,772.0897216796875,776.37887130798,764.6454102504924,767.8992084707068,615580,IRCTC
2025-05-26,781.8018798828125,782.8864592174475,772.9278520075518,773.0264282449356,711436,IRCTC
2025-05-27,782.0484008789062,786.3374903905126,774.3575283767981,782.8864794608991,794318,IRCTC
2025-05-28,765.4834594726562,785.5979461769514,763.2156644473807,783.8724408041122,2587692,IRCTC
2025-05-29,763.8566284179688,788.8024952955186,762.1804110792949,788.8024952955186,5124252,IRCTC
2025-05-30,745.4183349609375,770.6599899560567,743.8407540915622,766.1243998209635,2877095,IRCTC
2025-06-02,755.6234741210938,760.2084127450107,739.0586335838326,745.4183658044464,1621374,IRCTC
2025-06-03,760.701416015625,766.8146474676054,753.3063925287589,756.2644019235054,1639782,IRCTC
2025-06-04,766.3709716796875,769.4769057691308,752.4190026098947,762.5748835089084,1664766,IRCTC
2025-06-05,770.3148803710938,773.0263887499999,764.1523613281249,767.0610823525762,1481683,IRCTC
2025-06-06,768.7373657226562,774.6040362117428,767.0118602421354,771.0544490098707,954628,IRCTC
2025-06-09,776.8718872070312,781.3581893950801,769.9698653236161,770.0684415638943,1570448,IRCTC
2025-06-10,777.85791015625,786.3375131853419,776.1816927628184,780.9637839744244,1007006,IRCTC
2025-06-11,772.0404663085938,784.7599310136065,767.3569513469515,780.520069324698,911690,IRCTC
2025-06-12,760.504150390625,777.4141269919678,758.2363553820893,772.0403982629076,1442103,IRCTC
2025-06-13,759.8633422851562,763.8566429574286,743.1998651825194,744.4323691048785,1303106,IRCTC
2025-06-16,759.3209838867188,761.1451257798366,747.8833716880243,759.2224076463793,986884,IRCTC
2025-06-17,757.9405517578125,762.969143208538,755.2783315035491,759.3209199105362,884096,IRCTC
2025-06-18,749.0665893554688,760.8986269069122,746.9959466754532,755.7221104781557,542096,IRCTC
2025-06-19,736.3471069335938,751.2850780498452,732.8960960653637,749.3623599585177,1139746,IRCTC
2025-06-20,746.0099487304688,747.7848025202035,733.4384087446957,735.1146261123033,861498,IRCTC
2025-06-23,747.242431640625,749.1158616189566,736.0513204324463,736.0513204324463,685543,IRCTC
2025-06-24,751.3344116210938,759.8633630694503,750.4469847003795,752.4189910300936,578906,IRCTC
2025-06-25,756.806640625,761.785944067872,754.7853463775986,759.2223601708046,820300,IRCTC
2025-06-26,762.2296752929688,763.9058925790707,752.3203562927796,759.2223779101446,864747,IRCTC
2025-06-27,774.2589111328125,778.1536352975719,762.3775861691096,763.1663765893625,1772042,IRCTC
2025-06-30,770.5614013671875,778.8438512507685,766.1243875397373,777.5127109940225,1037262,IRCTC
2025-07-01,764.6454467773438,774.2589775395347,760.504221489767,773.125049838831,886549,IRCTC
2025-07-02,764.6454467773438,769.9205395847674,757.7434246916681,765.1384483548919,1093414,IRCTC
2025-07-03,767.6034545898438,772.188393323513,763.3143649467518,766.0258736174288,660457,IRCTC
2025-07-04,770.21630859375,774.8998230934961,762.3282841731249,768.6879557175736,703398,IRCTC
2025-07-07,773.3715209960938,775.5407398903644,764.2017040412065,771.6953638413365,876286,IRCTC
2025-07-08,774.2096557617188,774.9491580958937,769.2796402005525,773.7166542056021,791455,IRCTC
2025-07-09,775.0476684570312,787.4219944275909,773.2235869267852,776.0336714854559,1442155,IRCTC
2025-07-10,773.2236938476562,779.7312906627857,771.9419017696285,776.9704938376052,626845,IRCTC
2025-07-11,762.87060546875,772.7306364036418,759.2716701051734,770.1669922520582,512434,IRCTC
2025-07-14,759.5181884765625,766.715999189636,756.510891007912,762.8706231444427,540108,IRCTC
2025-07-15,763.1171264648438,766.025847703889,758.5321878862763,759.5181910058947,405335,IRCTC
2025-07-16,765.7299194335938,767.0117715012155,760.701328115925,763.1170475453338,481239,IRCTC
2025-07-17,763.9059448242188,770.9558914593148,762.4762282123842,767.1104550800158,435163,IRCTC
2025-07-18,754.5881958007812,764.8426525942845,752.9119784159587,763.2650114517461,450648,IRCTC
2025-07-21,759.6660766601562,760.9971567311636,748.0312524803968,754.8839256662844,522909,IRCTC
2025-07-22,749.9539184570312,762.4761696072209,748.3763376016217,759.6660849020062,485187,IRCTC
2025-07-23,751.2850952148438,752.27109834258,746.2071550346598,750.8906698914072,558332,IRCTC
2025-07-24,746.55224609375,754.9825602786495,745.4183184945989,752.3203399621415,384144,IRCTC
2025-07-25,735.8048095703125,746.4536309590791,731.7128726541297,746.4043428405047,878236,IRCTC
2025-07-28,719.880859375,739.5023456862162,717.9088531198367,736.0513347396806,523766,IRCTC
2025-07-29,725.5010986328125,728.1633191479267,716.8242830339102,717.8102861742594,456870,IRCTC
2025-07-30,725.84619140625,733.8820803996492,723.7755488297619,725.6982668719108,774642,IRCTC
2025-07-31,715.8875122070312,722.1979558856749,712.9787911335807,719.7822363439668,704978,IRCTC
2025-08-01,709.1334228515625,714.8522286445485,705.9782009786162,714.8522286445485,1040532,IRCTC
